,GameId,OffenseTeam,DefenseTeam,Down,ToGo,SeriesFirstDown,TeamWin,PlayType,IsTwoPointConversion,IsTwoPointConversionSuccessful,PenaltyTeam,PenaltyType,PenaltyYards,Team,Games,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Interceptions,Two Point Conversions,Sacks,Rushing Attempts,Rushing Yards,Rushing Touchdowns,name,Receptions,Recieving TDs,Recieving yards,_links,Rushing yards,Rushing TDs,wins,losses,winRatePercentage
17327,2022091108.0,NYG,TEN,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17328,2022091108.0,TEN,NYG,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17329,2022091108.0,TEN,NYG,1.0,20.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17330,2022091108.0,TEN,NYG,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,TEN,OFFENSIVE HOLDING,10.0,,,,,,,,,,,,,,,,,,,,,,
17331,2022091108.0,NYG,TEN,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17332,2022091108.0,NYG,TEN,0.0,0.0,1.0,0.0,TWO-POINT CONVERSION,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17334,2022091108.0,TEN,NYG,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17335,2022091105.0,IND,HOU,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17336,2022091105.0,IND,HOU,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17338,2022091105.0,IND,HOU,2.0,3.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17339,2022091105.0,IND,HOU,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17340,2022091105.0,IND,HOU,4.0,9.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17341,2022091103.0,CIN,PIT,2.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17342,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17343,2022091103.0,CIN,PIT,2.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17344,2022091103.0,PIT,CIN,4.0,10.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17345,2022091103.0,PIT,CIN,3.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17346,2022091103.0,PIT,CIN,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17347,2022091103.0,PIT,CIN,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17348,2022091103.0,PIT,CIN,3.0,2.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17349,2022091103.0,PIT,CIN,2.0,8.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17350,2022091103.0,PIT,CIN,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17353,2022091103.0,CIN,PIT,1.0,4.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17354,2022091103.0,CIN,PIT,4.0,1.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17355,2022091103.0,CIN,PIT,3.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17357,2022091103.0,CIN,PIT,2.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17358,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17359,2022091103.0,PIT,CIN,1.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17360,2022091103.0,CIN,PIT,3.0,5.0,1.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17361,2022091103.0,CIN,PIT,2.0,5.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17362,2022091103.0,PIT,CIN,4.0,2.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17363,2022091103.0,PIT,CIN,3.0,2.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17364,2022091103.0,PIT,CIN,2.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17365,2022091103.0,PIT,CIN,1.0,3.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17366,2022091103.0,PIT,CIN,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17367,2022091103.0,CIN,PIT,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17368,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17369,2022091102.0,CHI,SF,4.0,10.0,0.0,0.0,PUNT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17370,2022091102.0,CHI,SF,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17371,2022091102.0,CHI,SF,2.0,3.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17372,2022091102.0,CHI,SF,1.0,3.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17373,2022091102.0,CHI,SF,2.0,11.0,0.0,0.0,RUSH,0.0,0.0,SF,DEFENSIVE HOLDING,4.0,,,,,,,,,,,,,,,,,,,,,,
17374,2022091102.0,CHI,SF,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17375,2022091102.0,CHI,SF,1.0,10.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17376,2022091109.0,JAX,WAS,0.0,0.0,1.0,0.0,TWO-POINT CONVERSION,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17377,2022091109.0,JAX,WAS,2.0,3.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17378,2022091109.0,JAX,WAS,1.0,3.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17382,2022091106.0,MIA,NE,3.0,2.0,0.0,0.0,RUSH,0.0,0.0,NE,DEFENSIVE TOO MANY MEN ON FIELD,5.0,,,,,,,,,,,,,,,,,,,,,,
17383,2022091106.0,MIA,NE,2.0,2.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17385,2022091106.0,MIA,NE,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17386,2022091106.0,MIA,NE,2.0,10.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17388,2022091106.0,MIA,NE,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17389,2022091106.0,MIA,NE,3.0,9.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17391,2022091106.0,MIA,NE,2.0,9.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17392,2022091106.0,MIA,NE,3.0,3.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17393,2022091106.0,NE,MIA,3.0,3.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17395,2022091106.0,MIA,NE,4.0,5.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17396,2022091106.0,MIA,NE,3.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17397,2022091106.0,MIA,NE,2.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17398,2022091106.0,MIA,NE,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17399,2022091106.0,NE,MIA,3.0,3.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17400,2022091106.0,NE,MIA,2.0,3.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17401,2022091106.0,NE,MIA,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17403,2022091106.0,NE,MIA,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17405,2022091106.0,MIA,NE,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17406,2022091106.0,MIA,NE,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17407,2022091106.0,NE,MIA,3.0,12.0,0.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17409,2022091106.0,NE,MIA,2.0,8.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17410,2022091106.0,NE,MIA,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17411,2022091106.0,NE,MIA,4.0,10.0,0.0,0.0,PUNT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17412,2022091106.0,NE,MIA,3.0,19.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17414,2022091106.0,NE,MIA,2.0,17.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17415,2022091106.0,NE,MIA,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17416,2022091106.0,NE,MIA,2.0,2.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17417,2022091106.0,NE,MIA,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17418,2022091105.0,IND,HOU,4.0,10.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17420,2022091105.0,IND,HOU,3.0,5.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17421,2022091105.0,IND,HOU,2.0,2.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17422,2022091105.0,IND,HOU,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17423,2022091105.0,IND,HOU,2.0,12.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17424,2022091105.0,IND,HOU,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17425,2022091105.0,IND,HOU,2.0,13.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17426,2022091111.0,LAC,LV,2.0,7.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17427,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17428,2022091111.0,LV,LAC,1.0,10.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17429,2022091111.0,LV,LAC,4.0,4.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17431,2022091111.0,LAC,LV,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17432,2022091111.0,LAC,LV,2.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17433,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17434,2022091111.0,LAC,LV,2.0,5.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17435,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17436,2022091111.0,LAC,LV,3.0,5.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17437,2022091111.0,LAC,LV,2.0,5.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17438,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17439,2022091111.0,LV,LAC,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17441,2022091111.0,LAC,LV,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17442,2022091111.0,LAC,LV,2.0,2.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17443,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17444,2022091111.0,LAC,LV,4.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17445,2022091111.0,LAC,LV,3.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17446,2022091111.0,LAC,LV,2.0,12.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17448,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17449,2022091111.0,LAC,LV,3.0,4.0,0.0,0.0,SCRAMBLE,0.0,0.0,LV,UNNECESSARY ROUGHNESS,1.0,,,,,,,,,,,,,,,,,,,,,,
17450,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17452,2022091111.0,LV,LAC,4.0,5.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17453,2022091111.0,LV,LAC,3.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17454,2022091111.0,LV,LAC,2.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17455,2022091111.0,LV,LAC,1.0,4.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17456,2022091111.0,LV,LAC,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17457,2022091111.0,LAC,LV,3.0,9.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17459,2022091110.0,ARI,KC,1.0,10.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17460,2022091110.0,ARI,KC,0.0,0.0,1.0,0.0,TWO-POINT CONVERSION,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17461,2022091110.0,ARI,KC,3.0,5.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17462,2022091110.0,KC,ARI,1.0,3.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17463,2022091110.0,KC,ARI,3.0,11.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17464,2022091110.0,KC,ARI,2.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17465,2022091110.0,KC,ARI,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17466,2022091110.0,KC,ARI,1.0,10.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17467,2022091110.0,KC,ARI,3.0,2.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17468,2022091110.0,KC,ARI,2.0,5.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17469,2022091105.0,IND,HOU,1.0,10.0,0.0,0.0,FUMBLES,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17470,2022091105.0,HOU,IND,2.0,5.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17472,2022091105.0,IND,HOU,1.0,9.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17473,2022091105.0,IND,HOU,2.0,1.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17474,2022091105.0,IND,HOU,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17475,2022091105.0,IND,HOU,4.0,2.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17476,2022091105.0,IND,HOU,3.0,7.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17477,2022091105.0,IND,HOU,2.0,5.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17478,2022091105.0,IND,HOU,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17479,2022091105.0,IND,HOU,3.0,7.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17480,2022091105.0,IND,HOU,2.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17481,2022091105.0,IND,HOU,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17482,2022091105.0,IND,HOU,3.0,1.0,1.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17483,2022091100.0,NO,ATL,1.0,10.0,0.0,0.0,PASS,0.0,0.0,ATL,DEFENSIVE OFFSIDE,5.0,,,,,,,,,,,,,,,,,,,,,,
17484,2022091100.0,NO,ATL,2.0,20.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17485,2022091100.0,NO,ATL,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17486,2022091100.0,ATL,NO,4.0,2.0,0.0,0.0,PUNT,0.0,0.0,ATL,DELAY OF GAME,5.0,,,,,,,,,,,,,,,,,,,,,,
17487,2022091100.0,NO,ATL,0.0,0.0,1.0,0.0,TWO-POINT CONVERSION,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17488,2022091100.0,NO,ATL,1.0,3.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17489,2022091100.0,NO,ATL,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17490,2022091100.0,NO,ATL,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17491,2022091100.0,ATL,NO,4.0,9.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17492,2022091100.0,ATL,NO,3.0,9.0,0.0,0.0,PASS,0.0,0.0,ATL,OFFENSIVE HOLDING,0.0,,,,,,,,,,,,,,,,,,,,,,
17493,2022091100.0,ATL,NO,2.0,9.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17495,2022091100.0,ATL,NO,1.0,9.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17496,2022091100.0,ATL,NO,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17497,2022091100.0,ATL,NO,3.0,3.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17499,2022091100.0,ATL,NO,2.0,5.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17500,2022091100.0,ATL,NO,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17501,2022091100.0,ATL,NO,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,ATL,OFFENSIVE HOLDING,10.0,,,,,,,,,,,,,,,,,,,,,,
17502,2022091100.0,ATL,NO,3.0,5.0,1.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17503,2022091100.0,ATL,NO,2.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17504,2022091805.0,NYG,CAR,3.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17505,2022091805.0,NYG,CAR,2.0,8.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17506,2022091805.0,NYG,CAR,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17507,2022091809.0,CIN,DAL,2.0,8.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17508,2022091809.0,CIN,DAL,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17509,2022091809.0,CIN,DAL,4.0,6.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17510,2022091809.0,CIN,DAL,3.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17511,2022091809.0,CIN,DAL,2.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17512,2022091809.0,CIN,DAL,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17513,2022091809.0,CIN,DAL,3.0,7.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17514,2022091809.0,CIN,DAL,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17515,2022091809.0,CIN,DAL,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17516,2022091809.0,CIN,DAL,3.0,1.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17517,2022091809.0,CIN,DAL,2.0,2.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17519,2022091809.0,DAL,CIN,2.0,8.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17520,2022091809.0,DAL,CIN,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17521,2022091809.0,DAL,CIN,2.0,3.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17522,2022091809.0,DAL,CIN,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17523,2022091100.0,ATL,NO,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17524,2022091100.0,ATL,NO,2.0,8.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17525,2022091100.0,ATL,NO,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17526,2022091100.0,ATL,NO,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17527,2022091100.0,ATL,NO,1.0,2.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17528,2022091100.0,ATL,NO,1.0,10.0,0.0,0.0,PASS,0.0,0.0,NO,DEFENSIVE PASS INTERFERENCE,39.0,,,,,,,,,,,,,,,,,,,,,,
17533,2022091104.0,PHI,DET,4.0,1.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17534,2022091104.0,PHI,DET,3.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17536,2022091104.0,PHI,DET,2.0,9.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17537,2022091104.0,DET,PHI,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17538,2022091104.0,DET,PHI,3.0,2.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17539,2022091104.0,DET,PHI,2.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
