,GameId,OffenseTeam,DefenseTeam,Down,ToGo,SeriesFirstDown,TeamWin,PlayType,IsTwoPointConversion,IsTwoPointConversionSuccessful,PenaltyTeam,PenaltyType,PenaltyYards,Team,Games,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Interceptions,Two Point Conversions,Sacks,Rushing Attempts,Rushing Yards,Rushing Touchdowns,name,Receptions,Recieving TDs,Recieving yards,_links,Rushing yards,Rushing TDs,wins,losses,winRatePercentage
2,2022091102.0,SF,CHI,2.0,6.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
4,2022091102.0,CHI,SF,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
6,2022091102.0,CHI,SF,2.0,7.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
10,2022091101.0,CAR,CLE,3.0,11.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
12,2022091101.0,CAR,CLE,4.0,12.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
15,2022091102.0,CHI,SF,3.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
17,2022091102.0,SF,CHI,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
18,2022091102.0,SF,CHI,2.0,4.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
19,2022091102.0,SF,CHI,3.0,2.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
20,2022091102.0,SF,CHI,1.0,5.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
22,2022091102.0,CHI,SF,2.0,4.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
23,2022091102.0,CHI,SF,3.0,1.0,0.0,0.0,RUSH,0.0,0.0,SF,UNNECESSARY ROUGHNESS,15.0,,,,,,,,,,,,,,,,,,,,,,
24,2022091102.0,CHI,SF,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
27,2022091102.0,CHI,SF,2.0,9.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
29,2022091102.0,CHI,SF,3.0,11.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
30,2022091102.0,CHI,SF,4.0,10.0,0.0,0.0,PENALTY,0.0,0.0,CHI,DELAY OF GAME,0.0,,,,,,,,,,,,,,,,,,,,,,
36,2022091103.0,CIN,PIT,3.0,10.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
37,2022091103.0,CIN,PIT,4.0,17.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
38,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
39,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
40,2022091103.0,CIN,PIT,2.0,14.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
41,2022091103.0,PIT,CIN,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
42,2022091103.0,PIT,CIN,2.0,1.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
43,2022091103.0,PIT,CIN,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
44,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,PASS,0.0,0.0,PIT,UNNECESSARY ROUGHNESS,7.0,,,,,,,,,,,,,,,,,,,,,,
46,2022091103.0,CIN,PIT,2.0,8.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
47,2022091103.0,CIN,PIT,3.0,8.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
48,2022091103.0,CIN,PIT,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
49,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
50,2022091103.0,CIN,PIT,2.0,9.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
51,2022091103.0,CIN,PIT,3.0,5.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
52,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
53,2022091103.0,CIN,PIT,2.0,14.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
54,2022091103.0,CIN,PIT,1.0,4.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
55,2022091103.0,CIN,PIT,2.0,4.0,0.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
56,2022091103.0,CIN,PIT,0.0,0.0,1.0,0.0,TWO-POINT CONVERSION,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
57,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
58,2022091103.0,CIN,PIT,3.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
59,2022091103.0,CIN,PIT,4.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
60,2022091103.0,CIN,PIT,3.0,11.0,0.0,0.0,SACK,0.0,0.0,PIT,DEFENSIVE HOLDING,6.0,,,,,,,,,,,,,,,,,,,,,,
61,2022091105.0,IND,HOU,1.0,10.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
62,2022091105.0,IND,HOU,1.0,10.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
63,2022091108.0,TEN,NYG,2.0,8.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
64,2022091108.0,TEN,NYG,3.0,8.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
65,2022091108.0,TEN,NYG,4.0,8.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
66,2022091108.0,NYG,TEN,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
67,2022091108.0,NYG,TEN,2.0,8.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
68,2022091108.0,TEN,NYG,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
69,2022091108.0,TEN,NYG,2.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
71,2022091108.0,TEN,NYG,2.0,4.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
74,2022091108.0,TEN,NYG,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
75,2022091108.0,TEN,NYG,2.0,5.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
76,2022091108.0,TEN,NYG,3.0,5.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
78,2022091108.0,NYG,TEN,3.0,7.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
80,2022091108.0,NYG,TEN,4.0,1.0,1.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
81,2022091108.0,NYG,TEN,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
82,2022091108.0,NYG,TEN,2.0,5.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
84,2022091108.0,NYG,TEN,1.0,3.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
87,2022091108.0,TEN,NYG,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
89,2022091108.0,TEN,NYG,3.0,12.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
90,2022091103.0,CIN,PIT,2.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
91,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
92,2022091103.0,CIN,PIT,2.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
93,2022091103.0,CIN,PIT,1.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
98,2022091103.0,CIN,PIT,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
99,2022091103.0,CIN,PIT,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
100,2022091103.0,CIN,PIT,3.0,1.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
102,2022091103.0,CIN,PIT,2.0,1.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
103,2022091103.0,CIN,PIT,3.0,4.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
104,2022091103.0,CIN,PIT,4.0,16.0,0.0,0.0,PUNT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
106,2022091103.0,PIT,CIN,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
107,2022091103.0,PIT,CIN,3.0,10.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
110,2022091104.0,DET,PHI,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
111,2022091104.0,DET,PHI,1.0,5.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
112,2022091104.0,DET,PHI,2.0,1.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
113,2022091104.0,DET,PHI,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
114,2022091104.0,PHI,DET,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
115,2022091104.0,PHI,DET,2.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
116,2022091104.0,PHI,DET,3.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
118,2022091104.0,PHI,DET,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
119,2022091104.0,PHI,DET,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
120,2022091104.0,PHI,DET,2.0,8.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
121,2022091104.0,PHI,DET,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
122,2022091104.0,PHI,DET,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
123,2022091104.0,PHI,DET,2.0,2.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
124,2022091104.0,PHI,DET,3.0,2.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
125,2022091104.0,PHI,DET,1.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
126,2022091104.0,DET,PHI,2.0,10.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
127,2022091104.0,DET,PHI,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
128,2022091104.0,DET,PHI,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
129,2022091104.0,DET,PHI,2.0,8.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
130,2022091104.0,DET,PHI,3.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
132,2022091104.0,PHI,DET,2.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
133,2022091104.0,PHI,DET,3.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
134,2022091104.0,PHI,DET,4.0,5.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
136,2022091104.0,DET,PHI,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
137,2022091104.0,PHI,DET,1.0,10.0,0.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
138,2022091104.0,PHI,DET,2.0,4.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
139,2022091104.0,PHI,DET,3.0,4.0,0.0,0.0,SCRAMBLE,0.0,0.0,DET,DISQUALIFICATION,0.0,,,,,,,,,,,,,,,,,,,,,,
140,2022091104.0,PHI,DET,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
141,2022091104.0,PHI,DET,1.0,1.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
142,2022091107.0,BAL,NYJ,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
143,2022091107.0,NYJ,BAL,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
144,2022091107.0,NYJ,BAL,2.0,6.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
145,2022091107.0,NYJ,BAL,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
146,2022091107.0,NYJ,BAL,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
147,2022091107.0,NYJ,BAL,4.0,4.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
148,2022091107.0,NYJ,BAL,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
149,2022091107.0,NYJ,BAL,2.0,7.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
151,2022091107.0,NYJ,BAL,3.0,5.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
152,2022091107.0,BAL,NYJ,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
153,2022091107.0,BAL,NYJ,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
155,2022091107.0,NYJ,BAL,3.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
156,2022091107.0,NYJ,BAL,4.0,3.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
157,2022091107.0,NYJ,BAL,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
158,2022091107.0,NYJ,BAL,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
159,2022091107.0,NYJ,BAL,3.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
160,2022091107.0,NYJ,BAL,4.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
161,2022091107.0,NYJ,BAL,2.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
162,2022091107.0,NYJ,BAL,3.0,5.0,0.0,0.0,SACK,0.0,0.0,BAL,DEFENSIVE HOLDING,5.0,,,,,,,,,,,,,,,,,,,,,,
164,2022091107.0,NYJ,BAL,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
165,2022091107.0,NYJ,BAL,2.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
166,2022091107.0,NYJ,BAL,3.0,5.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
167,2022091107.0,NYJ,BAL,4.0,15.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
168,2022091107.0,NYJ,BAL,1.0,3.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
169,2022091107.0,NYJ,BAL,2.0,3.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
170,2022091107.0,NYJ,BAL,3.0,3.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
174,2022091109.0,JAX,WAS,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
175,2022091109.0,JAX,WAS,1.0,10.0,1.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
176,2022091109.0,JAX,WAS,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
177,2022091109.0,JAX,WAS,2.0,12.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
178,2022091109.0,JAX,WAS,3.0,12.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
179,2022091109.0,WAS,JAX,1.0,10.0,0.0,0.0,SCRAMBLE,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
180,2022091109.0,WAS,JAX,2.0,7.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
181,2022091109.0,WAS,JAX,1.0,4.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
182,2022091109.0,WAS,JAX,2.0,3.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
183,2022091109.0,WAS,JAX,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
184,2022091109.0,WAS,JAX,2.0,6.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
185,2022091109.0,WAS,JAX,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
186,2022091109.0,WAS,JAX,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
187,2022091109.0,JAX,WAS,2.0,3.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
188,2022091109.0,JAX,WAS,4.0,3.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
189,2022091109.0,JAX,WAS,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
190,2022091109.0,JAX,WAS,2.0,3.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
191,2022091109.0,JAX,WAS,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
192,2022091104.0,DET,PHI,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
193,2022091105.0,IND,HOU,2.0,4.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
194,2022091105.0,IND,HOU,3.0,4.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
197,2022091110.0,ARI,KC,2.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
198,2022091110.0,ARI,KC,2.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
199,2022091110.0,ARI,KC,3.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
200,2022091110.0,ARI,KC,4.0,6.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
203,2022091111.0,LAC,LV,2.0,6.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
204,2022091111.0,LAC,LV,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
205,2022091111.0,LAC,LV,2.0,13.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
206,2022091111.0,LAC,LV,4.0,9.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
207,2022091111.0,LV,LAC,2.0,7.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
208,2022091111.0,LV,LAC,3.0,6.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
209,2022091111.0,LV,LAC,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
210,2022091111.0,LV,LAC,2.0,6.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
211,2022091111.0,LV,LAC,3.0,6.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
212,2022091111.0,LAC,LV,2.0,7.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
213,2022091111.0,LAC,LV,1.0,1.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
214,2022091111.0,LAC,LV,3.0,1.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
215,2022091111.0,LAC,LV,0.0,0.0,1.0,0.0,EXTRA POINT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
218,2022091111.0,LV,LAC,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
219,2022091111.0,LV,LAC,2.0,4.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
220,2022091111.0,LV,LAC,3.0,4.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
222,2022091111.0,LV,LAC,2.0,25.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
223,2022091111.0,LV,LAC,3.0,25.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
224,2022091111.0,LV,LAC,4.0,22.0,0.0,0.0,FIELD GOAL,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
225,2022091111.0,LV,LAC,1.0,10.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
226,2022091105.0,HOU,IND,2.0,1.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
228,2022091105.0,HOU,IND,3.0,1.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
230,2022091105.0,HOU,IND,4.0,3.0,0.0,0.0,PUNT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
234,2022091106.0,NE,MIA,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
235,2022091106.0,MIA,NE,3.0,1.0,0.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
237,2022091106.0,MIA,NE,1.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
238,2022091106.0,MIA,NE,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
239,2022091106.0,MIA,NE,2.0,4.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
240,2022091106.0,MIA,NE,4.0,4.0,0.0,0.0,PUNT,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
242,2022091106.0,MIA,NE,2.0,10.0,0.0,0.0,SACK,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
243,2022091106.0,NE,MIA,4.0,1.0,0.0,0.0,PASS,0.0,0.0,MIA,ILLEGAL CONTACT,5.0,,,,,,,,,,,,,,,,,,,,,,
244,2022091106.0,NE,MIA,1.0,10.0,0.0,0.0,RUSH,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
245,2022091106.0,NE,MIA,2.0,10.0,1.0,0.0,PASS,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,
